¼à²âÊ±¼ä	Ò»Ñõ»¯Ì¼	¶þÑõ»¯µª	³ôÑõ	PM10	PM2.5	¶þÑõ»¯Áò	AQI
2020/6/7	0.6	22	129	59	39	4	75
2020/6/6	0.7	43	198	86	48	8	135
2020/6/5	0.7	59	240	85	45	7	175
2020/6/4	0.6	47	212	73	36	6	148
2020/6/3	0.5	48	153	60	25	6	95
2020/6/2	0.4	24	133	25	11	4	78
2020/6/1	0.5	23	99	44	29	4	50
2020/5/31	0.6	32	211	89	63	5	147
2020/5/30	0.6	43	197	75	47	6	134
2020/5/29	0.5	41	169	55	31	7	109
2020/5/28	0.5	32	132	41	21	8	77
2020/5/27	0.5	32	115	33	17	5	63
2020/5/26	0.8	52	69	71	43	7	65
2020/5/25	0.5	33	81	33	20	5	42
2020/5/24	0.4	19	78	31	15	4	39
2020/5/23	0.7	56	246	93	52	7	181
2020/5/22	0.6	48	127	55	24	6	73
2020/5/21	0.6	36	68	52	33	4	51
2020/5/20	0.6	22	118	72	43	5	65
2020/5/19	0.5	42	199	86	42	8	136
2020/5/18	0.5	51	180	75	33	8	119
2020/5/17	0.4	33	156	37	13	4	97
2020/5/16	0.6	39	185	100	64	6	123
2020/5/15	0.6	36	210	108	69	5	146
2020/5/14	0.6	35	178	109	72	4	117
2020/5/13	0.6	55	178	136	65	8	117
2020/5/12	0.6	67	43	123	56	6	87
2020/5/11	0.5	35	88	113	42	5	82
2020/5/10	0.4	29	152	40	17	6	94
2020/5/9	0.4	23	85	51	19	4	51
2020/5/8	0.5	27	130	32	14	6	75
2020/5/7	0.6	21	71	32	21	5	36
2020/5/6	0.7	39	218	86	54	6	153
2020/5/5	0.7	44	164	91	56	7	104
2020/5/4	0.8	46	201	96	56	11	138
2020/5/3	0.9	70	221	98	57	8	156
2020/5/2	0.8	67	216	91	55	8	151
2020/5/1	0.7	45	207	87	62	7	143
2020/4/30	0.6	36	177	67	42	6	116
2020/4/29	0.9	93	103	115	59	9	107
2020/4/28	0.8	76	185	86	44	7	123
2020/4/27	0.7	68	160	76	39	6	100
2020/4/26	0.6	57	159	70	42	9	100
2020/4/25	0.6	54	147	63	35	6	90
2020/4/24	0.4	36	123	51	31	5	70
2020/4/23	0.4	27	101	39	22	8	51
2020/4/22	0.4	25	81	31	15	5	41
2020/4/21	0.4	26	82	33	18	4	41
2020/4/20	0.7	40	87	57	33	6	54
2020/4/19	0.6	36	56	50	28	5	50
2020/4/18	0.5	22	127	45	19	5	73
2020/4/17	0.6	51	104	84	43	6	67
2020/4/16	0.9	66	159	136	94	9	124
2020/4/15	1.1	73	129	119	78	7	104
2020/4/14	0.7	44	127	71	48	4	73
2020/4/13	0.6	33	79	69	41	4	60
2020/4/12	0.7	55	109	119	44	7	85
2020/4/11	0.6	35	108	76	32	5	63
2020/4/10	0.6	25	132	54	33	6	77
2020/4/9	0.8	49	134	68	40	7	79
2020/4/8	0.7	41	126	62	43	7	72
2020/4/7	0.9	46	84	105	75	6	100
2020/4/6	0.8	47	41	78	52	5	72
2020/4/5	0.6	36	83	53	35	5	52
2020/4/4	0.6	26	83	28	20	5	42
2020/4/3	0.6	20	47	13	8	4	25
2020/4/2	0.6	28	52	48	30	6	48
2020/4/1	0.6	33	81	48	31	6	48
2020/3/31	0.6	31	96	36	24	5	48
2020/3/30	0.6	35	44	38	21	5	44
2020/3/29	0.6	23	67	21	12	5	34
2020/3/28	0.6	20	57	19	10	5	29
2020/3/27	0.5	18	86	38	16	5	43
2020/3/26	0.8	41	86	132	71	9	95
2020/3/25	0.9	44	155	110	75	8	100
2020/3/24	0.8	61	141	132	76	10	102
2020/3/23	0.8	59	150	104	51	10	92
2020/3/22	0.7	42	106	64	38	6	57
2020/3/21	0.7	53	157	98	52	12	98
2020/3/20	0.7	65	140	93	48	11	84
2020/3/19	0.5	44	119	58	28	9	66
2020/3/18	0.7	70	89	88	46	9	88
2020/3/17	0.6	43	98	46	23	6	54
2020/3/16	0.6	29	58	52	28	6	51
2020/3/15	0.8	56	50	123	55	10	87
2020/3/14	0.7	62	49	128	45	9	89
2020/3/13	0.7	50	71	125	63	8	88
2020/3/12	0.6	42	76	105	59	8	80
2020/3/11	0.5	29	92	75	35	7	63
2020/3/10	0.4	27	75	60	22	6	55
2020/3/9	0.5	31	60	77	28	7	64
2020/3/8	0.7	38	72	89	62	11	84
2020/3/7	0.6	34	100	78	56	8	77
2020/3/6	0.6	30	65	68	52	7	72
2020/3/5	0.6	29	62	64	43	7	60
2020/3/4	0.5	30	83	41	24	6	42
2020/3/3	0.5	29	69	38	22	6	38
2020/3/2	0.6	18	67	34	17	5	34
2020/3/1	0.7	35	63	70	41	8	60
2020/2/29	0.8	39	122	45	31	7	69
2020/2/28	0.8	29	76	22	17	6	38
2020/2/27	1	34	54	125	105	6	138
2020/2/26	0.9	44	103	110	86	7	114
2020/2/25	0.8	39	109	105	82	7	109
2020/2/24	0.8	38	95	108	83	7	110
2020/2/23	0.8	36	55	107	81	7	108
2020/2/22	0.7	31	50	88	61	6	83
2020/2/21	0.5	22	88	65	36	5	58
2020/2/20	0.6	16	74	61	49	6	68
2020/2/19	0.6	15	92	61	44	6	62
2020/2/18	0.6	21	83	79	49	9	68
2020/2/17	0.5	20	75	72	39	8	61
2020/2/16	0.5	13	89	69	25	5	60
2020/2/15	0.4	8	71	101	24	5	76
2020/2/14	0.7	16	76	76	56	6	77
2020/2/13	0.9	21	96	96	87	7	115
2020/2/12	1	24	86	99	85	7	113
2020/2/11	0.8	15	90	60	53	6	73
2020/2/10	0.7	15	82	41	34	6	49
2020/2/9	0.8	13	82	47	39	6	55
2020/2/8	0.9	21	50	59	51	7	70
2020/2/7	0.7	13	47	49	44	5	62
2020/2/6	0.6	13	80	34	30	5	43
2020/2/5	0.7	17	56	66	58	6	79
2020/2/4	0.6	16	76	40	35	5	50
2020/2/3	0.5	17	78	38	32	5	46
2020/2/2	0.6	20	63	42	38	5	54
2020/2/1	0.7	14	38	46	41	5	58
2020/1/31	0.7	16	56	48	43	5	60
2020/1/30	0.8	21	65	54	47	6	65
2020/1/29	0.9	22	75	49	44	5	62
2020/1/28	0.9	22	43	54	49	6	68
2020/1/27	0.8	14	49	43	38	7	54
2020/1/26	0.8	15	58	45	40	6	57
2020/1/25	0.8	14	92	53	49	7	68
2020/1/24	0.8	17	75	65	57	6	78
2020/1/23	1.1	41	33	134	119	6	156
2020/1/22	1	42	63	124	107	7	140
2020/1/21	0.9	37	68	111	91	7	120
2020/1/20	1	48	70	100	78	7	104
2020/1/19	0.9	39	82	68	54	5	74
2020/1/18	1.1	45	33	97	75	6	100
2020/1/17	1	48	16	85	64	6	87
2020/1/16	0.9	33	49	50	41	5	58
2020/1/15	0.9	29	16	60	49	5	68
2020/1/14	1.3	56	14	131	98	7	129
2020/1/13	1.2	54	24	97	76	13	102
2020/1/12	1.4	58	82	97	72	9	97
2020/1/11	1.2	54	69	70	48	6	68
2020/1/10	1.1	39	37	55	35	7	53
2020/1/9	1	48	26	91	67	7	90
2020/1/8	1.2	85	30	117	76	8	103
2020/1/7	1	53	71	85	57	7	78
2020/1/6	1.2	61	17	116	91	8	120
2020/1/5	0.9	52	18	124	98	6	129
2020/1/4	1.1	67	16	119	89	8	118
2020/1/3	1	57	56	102	79	6	105
2020/1/2	1	57	22	132	103	10	135
2020/1/1	0.9	45	27	124	103	6	135
2019/12/31	1	61	19	148	111	7	145
2019/12/30	0.9	49	56	124	92	7	122
2019/12/29	0.9	51	28	117	81	8	108
2019/12/28	0.7	57	44	94	56	7	77
2019/12/27	0.7	53	52	82	38	7	67
2019/12/26	0.6	38	52	52	24	6	51
2019/12/25	1	49	12	106	79	11	105
2019/12/24	1.1	53	7	120	87	9	115
2019/12/23	1	48	19	108	84	9	112
2019/12/22	0.9	44	28	98	74	10	99
2019/12/21	0.8	42	38	70	50	9	69
2019/12/20	0.8	44	10	74	52	8	72
2019/12/19	0.7	45	35	74	45	7	63
2019/12/18	0.6	38	50	56	34	6	53
2019/12/17	0.8	42	35	63	38	9	57
2019/12/16	1	46	33	109	87	8	115
2019/12/15	1.1	59	35	154	119	9	156
2019/12/14	1.2	65	15	171	131	10	173
2019/12/13	1.2	56	17	170	138	10	183
2019/12/12	1.2	59	21	167	131	12	173
2019/12/11	1.3	68	45	178	134	9	178
2019/12/10	1.4	70	64	168	128	9	169
2019/12/9	1.3	64	44	161	119	10	156
2019/12/8	1.1	64	44	127	95	9	125
2019/12/7	0.9	63	27	107	75	9	100
2019/12/6	0.8	44	72	69	51	8	70
2019/12/5	0.9	49	65	100	75	9	100
2019/12/4	1	60	39	103	67	8	90
2019/12/3	1	57	23	91	53	8	73
2019/12/2	0.9	54	27	66	38	8	68
2019/12/1	0.8	44	41	58	35	7	55
2019/11/30	0.8	32	23	42	25	6	42
2019/11/29	0.8	28	9	35	25	5	36
2019/11/28	0.7	31	26	34	20	5	39
2019/11/27	0.8	38	12	55	36	7	53
2019/11/26	0.6	36	21	44	28	6	45
2019/11/25	0.5	36	45	27	15	5	45
2019/11/24	0.7	34	41	44	33	5	48
2019/11/23	0.9	45	21	110	84	7	112
2019/11/22	0.8	50	10	98	67	7	90
2019/11/21	0.8	42	32	81	49	6	68
2019/11/20	0.6	38	24	87	49	6	69
2019/11/19	0.6	52	14	113	49	6	82
2019/11/18	0.5	44	49	127	46	7	89
2019/11/17	0.7	45	46	118	74	6	99
2019/11/16	0.8	59	57	139	81	10	108
2019/11/15	0.8	72	35	108	54	13	90
2019/11/14	0.6	55	63	90	36	8	70
2019/11/13	0.6	48	43	55	23	7	60
2019/11/12	0.7	38	58	73	54	8	74
2019/11/11	1.1	53	22	127	91	9	120
2019/11/10	0.9	45	42	94	67	7	90
2019/11/9	0.9	49	19	113	83	10	110
2019/11/8	0.8	55	33	100	76	6	102
2019/11/7	0.8	44	61	76	53	7	73
2019/11/6	0.7	43	61	61	44	8	62
2019/11/5	0.5	30	59	50	36	7	52
2019/11/4	0.7	40	42	69	49	6	68
2019/11/3	0.7	38	78	65	48	5	67
2019/11/2	0.7	44	73	62	42	6	59
2019/11/1	0.6	39	53	53	37	7	53
2019/10/31	0.8	50	37	85	59	6	80
2019/10/30	0.9	60	65	92	72	9	97
2019/10/29	0.9	53	75	75	50	8	69
2019/10/28	0.8	52	67	53	33	6	65
2019/10/27	0.5	39	39	35	24	6	49
2019/10/26	0.5	37	38	25	19	5	47
2019/10/25	0.4	27	52	13	7	5	34
2019/10/24	0.6	29	48	30	18	5	37
2019/10/23	0.7	42	51	39	21	6	53
2019/10/22	0.7	37	57	40	24	6	47
2019/10/21	0.8	41	27	59	37	5	55
2019/10/20	0.8	55	40	91	60	8	82
2019/10/19	0.8	53	79	72	44	8	67
2019/10/18	0.6	45	92	42	24	6	57
2019/10/17	0.7	43	86	42	26	6	54
2019/10/16	0.6	34	73	25	14	5	43
2019/10/15	0.6	39	37	40	27	6	49
2019/10/14	0.6	42	37	42	25	5	53
2019/10/13	0.7	45	31	55	34	6	57
2019/10/12	0.6	47	68	51	28	5	59
2019/10/11	0.8	51	71	60	34	8	64
2019/10/10	0.9	48	36	63	35	8	60
2019/10/9	0.7	36	32	40	23	8	45
2019/10/8	0.7	36	40	41	26	5	45
2019/10/7	0.7	31	57	29	16	5	39
2019/10/6	0.7	25	31	27	15	5	32
2019/10/5	0.6	29	89	26	15	5	45
2019/10/4	0.7	25	44	27	15	5	32
2019/10/3	0.8	27	63	60	42	5	59
2019/10/2	0.7	25	86	57	43	8	60
2019/10/1	0.9	28	105	80	57	6	78
2019/9/30	1.3	63	90	128	77	9	103
2019/9/29	1.1	58	126	117	76	9	102
2019/9/28	1	57	130	99	61	6	83
2019/9/27	1	56	128	92	55	7	75
2019/9/26	0.8	55	73	75	41	7	69
2019/9/25	0.5	34	112	35	22	7	60
2019/9/24	0.6	38	45	40	26	5	48
2019/9/23	0.9	58	50	91	51	9	73
2019/9/22	1	60	133	86	43	8	78
2019/9/21	0.8	53	75	55	26	7	67
2019/9/20	0.8	41	58	44	20	6	52
2019/9/19	0.7	31	33	30	14	6	39
2019/9/18	0.7	32	93	34	15	6	47
2019/9/17	0.6	29	55	19	9	6	37
2019/9/16	0.8	35	80	37	21	8	44
2019/9/15	0.7	33	59	26	13	5	42
2019/9/14	0.5	18	75	12	6	4	38
2019/9/13	0.5	13	72	9	4	4	36
2019/9/12	0.9	36	65	41	25	5	45
2019/9/11	0.9	32	47	32	21	5	40
2019/9/10	0.7	20	74	13	6	4	37
2019/9/9	0.8	27	49	28	19	4	34
2019/9/8	0.7	21	82	31	21	5	41
2019/9/7	0.9	36	66	45	32	5	46
2019/9/6	0.9	42	63	57	36	5	54
2019/9/5	0.7	30	84	39	28	5	42
2019/9/4	0.8	29	44	29	20	4	37
2019/9/3	0.8	32	50	43	30	5	43
2019/9/2	0.9	32	68	41	30	4	43
2019/9/1	1	43	87	62	42	4	59
2019/8/31	0.9	43	70	40	27	4	54
2019/8/30	0.9	47	96	66	41	9	59
2019/8/29	0.9	43	162	59	31	6	102
2019/8/28	0.8	36	134	43	22	6	79
2019/8/27	0.7	34	121	31	14	5	68
2019/8/26	1	48	183	87	52	8	121
2019/8/25	0.9	42	175	65	40	7	114
2019/8/24	0.9	41	216	64	41	7	151
2019/8/23	0.7	30	180	42	26	5	119
2019/8/22	0.8	29	169	51	35	5	109
2019/8/21	0.8	33	102	42	24	5	52
2019/8/20	0.9	40	81	43	27	5	50
2019/8/19	0.8	34	86	52	35	6	51
2019/8/18	0.9	49	118	92	51	14	71
2019/8/17	0.9	58	239	80	43	8	174
2019/8/16	0.8	51	204	54	27	6	140
2019/8/15	0.7	39	182	47	24	6	120
2019/8/14	0.7	29	160	36	18	5	100
2019/8/13	0.9	51	162	90	43	8	102
2019/8/12	0.9	54	250	80	40	8	185
2019/8/11	0.8	40	192	52	26	6	130
2019/8/10	0.8	41	193	46	23	5	130
2019/8/9	0.7	32	153	35	18	5	95
2019/8/8	0.8	40	129	45	23	5	75
2019/8/7	0.8	41	213	44	22	6	149
2019/8/6	0.5	21	105	15	8	4	55
2019/8/5	0.6	27	46	24	13	4	34
2019/8/4	0.6	28	98	27	15	4	49
2019/8/3	0.6	21	93	18	11	4	47
2019/8/2	0.8	43	65	43	25	5	54
2019/8/1	0.8	44	136	56	32	4	80
2019/7/31	0.8	42	187	40	21	4	125
2019/7/30	0.7	37	76	30	14	4	47
2019/7/29	0.6	25	85	14	8	4	43
2019/7/28	0.7	32	117	46	27	4	65
2019/7/27	0.9	47	121	60	35	4	68
2019/7/26	0.9	55	166	70	39	5	106
2019/7/25	0.7	45	141	42	21	4	85
2019/7/24	0.9	50	101	46	25	4	63
2019/7/23	0.9	51	66	50	21	4	64
2019/7/22	0.7	31	64	24	14	4	39
2019/7/21	0.7	31	126	31	17	4	72
2019/7/20	0.7	28	98	21	10	4	49
2019/7/19	0.6	20	77	18	9	4	39
2019/7/18	0.8	30	108	31	14	5	57
2019/7/17	0.7	24	88	18	10	5	44
2019/7/16	0.7	21	66	16	11	4	33
2019/7/15	0.8	39	68	38	27	5	49
2019/7/14	0.8	41	163	46	26	5	103
2019/7/13	0.7	31	134	24	11	6	79
2019/7/12	0.7	24	105	23	14	5	55
2019/7/11	0.8	31	73	28	19	5	39
2019/7/10	0.8	35	116	27	17	5	64
2019/7/9	0.8	38	114	43	24	5	62
2019/7/8	0.9	29	104	36	21	5	54
2019/7/7	0.8	48	73	36	19	5	60
2019/7/6	1	53	60	56	36	6	67
2019/7/5	0.7	30	126	36	23	5	72
2019/7/4	0.7	26	102	26	18	4	52
2019/7/3	0.8	41	68	56	35	5	53
2019/7/2	0.9	55	126	77	39	8	72
2019/7/1	0.9	57	221	82	41	8	156
2019/6/30	0.9	66	169	80	40	9	109
2019/6/29	0.8	55	162	54	25	7	102
2019/6/28	0.7	28	114	21	8	5	62
2019/6/27	0.8	27	99	28	17	5	50
2019/6/26	0.8	33	79	39	25	5	42
2019/6/25	0.8	28	69	29	18	5	35
2019/6/24	0.6	22	75	25	16	5	38
2019/6/23	0.6	15	113	29	17	6	61
2019/6/22	0.6	12	97	16	6	5	49
2019/6/21	0.7	27	97	28	13	6	49
2019/6/20	0.9	37	120	37	20	6	67
2019/6/19	0.7	29	60	31	21	5	37
2019/6/18	0.7	33	66	34	21	6	42
2019/6/17	0.7	37	60	38	25	5	47
2019/6/16	0.6	31	121	34	24	5	68
2019/6/15	0.6	15	95	21	14	4	48
2019/6/14	0.7	21	91	33	23	4	46
2019/6/13	0.6	15	163	35	23	5	103
2019/6/12	0.7	20	212	28	17	5	148
2019/6/11	0.6	15	94	26	16	5	47
2019/6/10	0.7	27	113	47	28	5	61
2019/6/9	0.7	21	162	34	19	5	102
2019/6/8	0.9	32	85	56	38	5	54
2019/6/7	0.7	17	159	36	22	5	100
2019/6/6	0.8	38	153	40	22	8	95
2019/6/5	0.7	20	172	33	17	5	111
2019/6/4	1.1	55	236	117	62	10	171
2019/6/3	1	65	220	107	49	8	155
2019/6/2	0.9	45	170	66	34	8	110
2019/6/1	0.7	32	158	50	31	6	99
2019/5/31	1	49	116	70	41	8	64
2019/5/30	0.9	48	84	49	33	5	60
2019/5/29	0.7	25	47	24	15	4	32
2019/5/28	0.6	21	80	32	14	5	40
2019/5/27	0.8	38	92	69	25	5	60
2019/5/26	1.1	60	136	76	48	5	80
2019/5/25	1	42	160	76	51	5	100
2019/5/24	0.9	49	137	82	46	6	81
2019/5/23	0.8	53	187	83	43	6	125
2019/5/22	0.7	42	140	75	36	7	84
2019/5/21	0.6	37	168	58	26	5	108
2019/5/20	0.5	27	109	49	20	5	58
2019/5/19	0.6	27	90	59	27	5	55
2019/5/18	0.8	40	122	69	45	6	69
2019/5/17	0.8	44	119	73	41	5	66
2019/5/16	0.7	44	125	60	26	6	71
2019/5/15	0.8	37	110	77	46	6	64
2019/5/14	0.7	32	117	94	50	6	72
2019/5/13	0.6	21	166	47	23	5	106
2019/5/12	0.8	23	130	52	36	4	75
2019/5/11	1	52	128	96	61	8	83
2019/5/10	0.8	47	125	52	29	7	71
2019/5/9	0.7	30	110	21	11	5	59
2019/5/8	0.8	38	107	32	22	5	56
2019/5/7	0.6	15	95	9	5	5	48
2019/5/6	0.6	19	59	13	8	6	30
2019/5/5	0.8	30	52	44	30	6	44
2019/5/4	0.8	30	75	55	39	6	55
2019/5/3	0.8	25	76	61	40	5	57
2019/5/2	0.7	24	107	45	31	5	56
2019/5/1	0.8	41	96	71	45	8	63
2019/4/30	0.7	43	108	43	23	6	57
2019/4/29	0.7	33	125	37	21	6	71
2019/4/28	0.7	18	99	27	13	5	50
2019/4/27	0.8	21	131	61	31	8	76
2019/4/26	0.9	46	198	82	47	9	135
2019/4/25	1	57	189	101	55	8	127
2019/4/24	1	57	220	96	55	10	155
2019/4/23	0.8	56	184	85	45	8	122
2019/4/22	0.8	51	153	73	34	9	95
2019/4/21	0.7	41	134	43	22	7	79
2019/4/20	0.9	40	68	43	24	6	50
2019/4/19	1.1	66	141	128	76	10	102
2019/4/18	1.1	65	120	108	70	10	94
2019/4/17	0.8	47	97	81	55	8	75
2019/4/16	0.7	36	119	63	48	6	67
2019/4/15	0.7	26	66	48	29	5	48
2019/4/14	0.6	24	104	32	14	5	54
2019/4/13	1	45	91	81	51	7	70
2019/4/12	1	52	59	89	57	6	78
2019/4/11	0.7	29	76	42	22	5	42
2019/4/10	0.7	34	72	58	24	6	54
2019/4/9	0.6	38	149	67	27	7	91
2019/4/8	0.9	70	148	111	55	14	90
2019/4/7	1.1	72	173	108	54	13	112
2019/4/6	0.9	62	148	76	38	11	90
2019/4/5	0.8	48	118	67	45	10	65
2019/4/4	0.7	39	104	67	49	6	68
2019/4/3	0.7	42	79	46	28	6	53
2019/4/2	0.8	33	74	57	40	6	57
2019/4/1	0.7	39	54	76	42	5	63
2019/3/31	0.7	40	79	72	31	7	61
2019/3/30	0.8	56	84	112	50	9	81
2019/3/29	1	61	152	117	54	11	94
2019/3/28	0.7	44	119	66	33	7	66
2019/3/27	0.9	55	115	91	53	8	73
2019/3/26	0.9	57	78	95	57	6	78
2019/3/25	0.8	56	68	72	41	6	70
2019/3/24	0.7	50	63	69	39	5	63
2019/3/23	0.5	38	59	54	22	5	52
2019/3/22	0.6	35	75	71	30	5	61
2019/3/21	0.7	50	75	95	40	7	73
2019/3/20	1.1	62	118	110	72	7	97
2019/3/19	1	64	74	121	71	7	95
2019/3/18	1	69	68	102	57	6	87
2019/3/17	0.8	50	64	67	42	5	63
2019/3/16	0.6	42	62	61	39	5	56
2019/3/15	0.7	56	55	74	41	11	70
2019/3/14	0.7	59	40	61	30	7	74
2019/3/13	0.8	52	68	111	65	11	88
2019/3/12	1	84	69	136	75	13	102
2019/3/11	0.9	56	126	101	62	7	84
2019/3/10	0.8	50	106	76	49	7	68
2019/3/9	0.8	47	99	66	44	5	62
2019/3/8	0.7	32	61	52	31	4	51
2019/3/7	0.6	35	42	37	28	5	44
2019/3/6	0.8	54	45	57	39	5	68
2019/3/5	0.9	53	85	68	42	6	67
2019/3/4	0.8	47	68	76	50	8	69
2019/3/3	0.8	47	83	50	32	6	59
2019/3/2	0.8	38	81	26	17	5	48
2019/3/1	0.8	36	29	48	35	4	50
2019/2/28	0.9	54	38	86	58	8	79
2019/2/27	0.8	45	57	62	43	6	60
2019/2/26	0.7	39	47	76	54	5	74
2019/2/25	0.9	48	35	80	55	7	75
2019/2/24	0.7	40	23	79	55	5	75
2019/2/23	1	53	30	112	81	6	108
2019/2/22	1.4	77	13	131	91	11	120
2019/2/21	1.1	55	73	76	49	7	69
2019/2/20	0.8	43	53	72	51	7	70
2019/2/19	0.9	39	40	58	40	5	57
2019/2/18	0.9	27	44	35	25	4	36
2019/2/17	0.9	22	32	51	33	3	51
2019/2/16	1	45	35	94	50	6	72
2019/2/15	1.2	46	56	82	52	6	72
2019/2/14	1.2	41	37	98	71	6	95
2019/2/13	1.1	38	70	84	60	6	82
2019/2/12	1	28	75	55	38	4	54
2019/2/11	1	23	78	56	41	5	58
2019/2/10	0.8	17	63	42	28	4	42
2019/2/9	0.7	14	56	63	34	4	57
2019/2/8	0.7	16	60	78	53	6	73
2019/2/7	0.9	36	99	94	67	7	90
2019/2/6	0.9	36	105	117	85	8	113
2019/2/5	0.9	36	111	140	104	10	137
2019/2/4	0.8	39	97	93	61	7	83
2019/2/3	1	31	85	65	46	5	64
2019/2/2	1	36	34	98	79	6	105
2019/2/1	1	45	62	83	65	5	88
2019/1/31	1.1	44	33	91	65	5	88
2019/1/30	1	45	40	101	76	6	102
2019/1/29	1.1	46	60	108	79	6	105
2019/1/28	1	39	70	76	58	5	79
2019/1/27	1	32	28	83	65	5	88
2019/1/26	1.2	55	38	161	116	8	152
2019/1/25	1.2	70	38	165	113	9	148
2019/1/24	1	75	28	160	105	10	138
2019/1/23	1	70	58	158	100	11	132
2019/1/22	0.9	60	59	122	78	10	104
2019/1/21	0.6	53	46	73	41	6	67
2019/1/20	0.9	58	76	111	64	10	87
2019/1/19	0.9	55	80	99	62	7	84
2019/1/18	0.9	51	45	114	80	6	107
2019/1/17	0.9	62	21	142	90	9	119
2019/1/16	0.7	51	65	102	62	8	84
2019/1/15	0.9	51	58	80	49	7	68
2019/1/14	1.6	71	29	152	105	9	138
2019/1/13	1.5	51	55	111	76	6	102
2019/1/12	1.4	60	27	109	78	7	104
2019/1/11	1.3	49	69	90	66	7	89
2019/1/10	1.1	41	20	94	71	6	95
2019/1/9	1.1	56	23	142	105	9	138
2019/1/8	1.4	71	20	155	101	11	133
2019/1/7	1.2	61	38	138	97	8	128
2019/1/6	1.2	66	20	145	95	8	125
2019/1/5	1.3	68	51	118	73	8	98
2019/1/4	1	52	60	90	57	5	78
2019/1/3	0.9	47	14	100	74	7	99
2019/1/2	1	44	32	87	62	9	84
2019/1/1	1.1	46	20	66	55	8	75
2018/12/31	1	45	17	68	52	7	72
2018/12/30	1	43	24	73	55	6	75
2018/12/29	0.9	33	42	68	48	6	67
2018/12/28	1	25	37	53	35	6	52
2018/12/27	0.9	40	11	70	47	6	65
2018/12/26	1.1	57	16	94	60	8	82
2018/12/25	0.9	41	14	51	34	6	52
2018/12/24	0.8	45	13	75	43	8	63
2018/12/23	0.7	51	33	64	37	7	64
2018/12/22	0.7	45	62	62	38	8	57
2018/12/21	1.1	58	12	140	103	7	135
2018/12/20	1.2	57	22	210	155	10	205
2018/12/19	1.2	69	24	195	144	8	192
2018/12/18	1.2	79	31	166	120	8	158
2018/12/17	1.4	72	62	155	102	9	134
2018/12/16	1.1	53	57	100	64	9	87
2018/12/15	1.1	53	57	100	64	9	87
2018/12/14	0.9	56	34	117	79	9	105
2018/12/13	1.1	67	12	138	91	8	120
2018/12/12	1.3	64	17	104	56	8	80
2018/12/11	1.1	44	3	75	46	6	64
2018/12/10	0.8	33	9	44	31	5	45
2018/12/9	0.6	26	26	31	22	5	33
2018/12/8	0.8	25	11	21	15	4	32
2018/12/7	0.6	26	26	31	22	5	33
2018/12/6	0.7	25	18	26	18	4	32
2018/12/5	0.8	49	37	184	59	7	117
2018/12/4	0.8	55	24	249	75	8	150
2018/12/3	0.9	44	51	119	44	7	85
2018/12/2	1	40	16	69	50	6	69
2018/12/1	1.1	51	23	92	58	7	79
2018/11/30	1.3	68	15	163	105	8	138
2018/11/29	1.1	55	17	147	84	7	112
2018/11/28	0.9	50	29	107	62	7	84
2018/11/27	1.1	52	46	105	65	7	88
2018/11/26	0.9	46	29	103	77	6	103
2018/11/25	1.2	57	42	157	109	8	143
2018/11/24	1.1	60	34	119	81	7	108
2018/11/23	0.8	49	49	101	71	8	95
2018/11/22	0.8	56	54	79	45	8	70
2018/11/21	0.9	56	30	96	60	9	82
2018/11/20	0.9	56	19	95	61	8	83
2018/11/19	0.7	49	35	60	37	7	62
2018/11/18	0.7	42	61	38	24	6	53
2018/11/17	0.5	27	40	23	15	5	34
2018/11/16	0.6	25	33	16	9	5	32
2018/11/15	0.8	36	16	50	33	7	50
2018/11/14	0.9	49	9	94	67	9	90
2018/11/13	0.8	46	15	78	56	7	77
2018/11/12	0.8	44	54	76	55	6	75
2018/11/11	0.8	50	59	89	63	7	85
2018/11/10	0.9	58	31	99	70	8	94
2018/11/9	0.6	48	34	71	52	6	72
2018/11/8	0.6	36	61	43	30	8	45
2018/11/7	0.5	37	48	38	26	7	47
2018/11/6	0.5	40	32	58	38	8	54
2018/11/5	0.5	37	49	38	21	8	47
2018/11/4	0.7	42	63	71	44	10	62
2018/11/3	0.9	61	76	112	79	14	105
2018/11/2	1.1	61	110	135	97	12	128
2018/11/1	1.1	64	115	109	72	12	97
2018/10/31	1	56	83	78	46	10	70
2018/10/30	1	52	62	106	72	10	97
2018/10/29	1.1	69	51	156	109	11	143
2018/10/28	0.9	52	93	107	67	8	90
2018/10/27	1.1	59	45	121	72	14	97
2018/10/26	1.3	72	55	105	56	12	90
2018/10/25	1	57	37	85	48	10	74
2018/10/24	0.7	43	19	66	40	8	58
2018/10/23	0.8	47	62	55	34	8	59
2018/10/22	1	54	18	75	53	8	73
2018/10/21	0.7	28	45	24	17	6	35
2018/10/20	0.7	28	45	24	17	6	35
2018/10/19	0.6	28	45	24	19	6	35
2018/10/18	0.8	53	30	92	64	8	87
2018/10/17	0.8	53	30	92	64	8	87
2018/10/16	0.8	53	45	73	53	8	73
2018/10/15	0.7	45	85	52	36	7	57
2018/10/14	0.7	37	66	50	38	7	54
2018/10/13	0.6	28	62	53	42	6	59
2018/10/12	0.8	51	39	105	70	8	94
2018/10/11	0.8	67	41	103	59	10	84
2018/10/10	0.4	37	95	44	17	8	48
2018/10/9	0.6	43	67	31	17	7	54
2018/10/8	0.6	33	54	36	26	7	42
